run_id,benchmark_start_time,benchmark_end_time,bench_instance_type,benchmark,namespace,scale_factor,engine,engine_version,suite,table_format,catalog_service,catalog_name,catalog_region,storage_service,storage_region,power_score,throughput_score,composite_score,dm_rounds,files_before,files_after,delete_files_before,delete_files_after
e4718b2ef0a0470994da22dbecdad56f,2026-07-15T17:00:26.223172+00:00,2026-07-15T17:00:29.550048+00:00,c8gd.4xlarge,analytical,try_5_500mb_files_bigger_row_groups,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
67637443041243f39596a491ba277df0,2026-07-15T17:00:47.393257+00:00,2026-07-15T17:02:54.136130+00:00,c8gd.4xlarge,analytical,try_5_500mb_files_bigger_row_groups,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
cb93e06934d84f70b7930dfebc870ddb,2026-07-16T07:45:30.980949+00:00,2026-07-16T07:45:52.021665+00:00,c8gd.4xlarge,load,tpch_sf100_clean,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
a7f0bfe051d54acb9a21537726f9ec0a,2026-07-16T07:46:08.162198+00:00,2026-07-16T07:46:52.754929+00:00,c8gd.4xlarge,load,tpcds_sf100_clean,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
4b3cee88f9bf4c7b9c405813f22ec447,2026-07-16T07:59:08.511491+00:00,2026-07-16T08:02:10.671010+00:00,c8gd.4xlarge,load,tpch_sf300_clean,300,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
297d6039c1f6430993960dcc2538dbca,2026-07-16T08:02:26.115211+00:00,2026-07-16T08:03:40.322385+00:00,c8gd.4xlarge,load,tpch_sf100_clean,100,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
2d20321a88874895bf69795173490b11,2026-07-16T08:05:08.863600+00:00,2026-07-16T08:06:56.600358+00:00,c8gd.4xlarge,load,tpcds_sf100_clean,100,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
848431eae60c460b84b86fa5d404122a,2026-07-16T08:09:23.667198+00:00,2026-07-16T08:10:19.865815+00:00,c8gd.4xlarge,analytical,tpch_sf10_clean,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
e6a64a394a644a0496a5864f269396ea,2026-07-16T08:11:41.431942+00:00,2026-07-16T08:12:00.150389+00:00,c8gd.4xlarge,load,tpch_sf10_clean,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
c7ffa77b0ecf4586b2b7606de08ec7e5,2026-07-16T08:14:33.338009+00:00,2026-07-16T08:15:15.274977+00:00,c8gd.4xlarge,load,tpcds_sf10_clean,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
46ecec53de2a484285d1c9a00b0ab3e2,2026-07-16T08:16:09.965850+00:00,2026-07-16T08:21:54.897843+00:00,c8gd.4xlarge,analytical,tpch_sf10_clean,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
b980168fda8b483ea5173f3edab09766,2026-07-16T08:23:32.089985+00:00,2026-07-16T09:08:50.438691+00:00,c8gd.4xlarge,analytical,tpch_sf100_clean,100,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
79b2c6113a094a7b8e6558d7431c642d,2026-07-16T09:08:51.077394+00:00,2026-07-16T09:30:05.256865+00:00,c8gd.4xlarge,analytical,tpcds_sf10_clean,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
9125bca5e8ae4f2bba057682538eb61f,2026-07-16T09:51:46.428951+00:00,2026-07-16T09:52:04.537764+00:00,c8gd.4xlarge,analytical,tpch_sf300_clean,300,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
80d7753d895c4e5c90ca67166cdce93a,2026-07-16T09:58:41.203066+00:00,2026-07-16T10:00:46.567172+00:00,c8gd.4xlarge,analytical,tpch_sf10_clean,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
5072f8baf34f40cf9048c45cc02d5efe,2026-07-16T10:00:47.274179+00:00,2026-07-16T10:11:18.514754+00:00,c8gd.4xlarge,analytical,tpcds_sf10_clean,10,duckdb,1.6.0.dev284,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
0082eb3540e7471f93d9fbf5dd00c649,2026-07-16T10:11:19.697676+00:00,2026-07-16T10:20:57.036260+00:00,c8gd.4xlarge,analytical,tpch_sf100_clean,100,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
3f2e7d7ef2fb432f9e0f7a119dae9398,2026-07-16T10:20:57.877120+00:00,2026-07-16T10:54:21.414751+00:00,c8gd.4xlarge,analytical,tpcds_sf100_clean,100,duckdb,1.6.0.dev284,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
386ebc48bbfd420ea5b5ac9f681ac95c,2026-07-16T11:37:39.973706+00:00,2026-07-16T11:37:50.227953+00:00,c8gd.4xlarge,analytical,tpch_sf300_clean,300,duckdb,1.6.0.dev284,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
9a8169bcff874bc791e54c8e827147ed,2026-07-16T11:38:05.804015+00:00,2026-07-16T12:06:21.080465+00:00,c8gd.4xlarge,analytical,tpch_sf300_clean,300,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
081b8f3e40a54c70bdc64e884a89a27c,2026-07-16T12:09:42.651073+00:00,2026-07-16T12:15:30.404609+00:00,c8gd.4xlarge,analytical,tpch_sf10_clean,10,duckdb,1.5.2,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
088c4e2ade1f4670b1b9a2929306193c,2026-07-16T12:15:30.904054+00:00,2026-07-16T12:36:26.623674+00:00,c8gd.4xlarge,analytical,tpcds_sf10_clean,10,duckdb,1.5.2,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
25e0ba7953424d00a090ee365a72925b,2026-07-16T12:36:27.540055+00:00,2026-07-16T13:21:05.894243+00:00,c8gd.4xlarge,analytical,tpch_sf100_clean,100,duckdb,1.5.2,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
a481fd20de294eb3b0aba81f7800a07d,2026-07-16T13:31:21.265104+00:00,2026-07-16T15:42:58.427893+00:00,c8gd.4xlarge,analytical,tpcds_sf100_clean,100,duckdb,1.5.2,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
6fa23bee5b7d4cba826229c5709e1c6a,2026-07-16T15:51:32.617131+00:00,2026-07-16T15:53:01.684079+00:00,c8gd.4xlarge,power,bench_076b8595,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,11403.59,,,0,,,,
e1e1b8900c774c25b3d2f48c715947bc,2026-07-16T15:54:46.506229+00:00,2026-07-16T16:06:24.902323+00:00,c8gd.4xlarge,power,bench_9ba49270,100,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,17606.62,,,0,,,,
db4f4db91c5f4cf29faf2500b51d8706,2026-07-16T16:07:50.801938+00:00,2026-07-16T16:09:23.863424+00:00,c8gd.4xlarge,power,bench_8f5c7caa,10,duckdb,1.5.2,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,11075.14,,,0,,,,
25b8add6709247d98633b87ab70aef77,2026-07-16T16:10:53.662652+00:00,2026-07-16T16:22:38.065526+00:00,c8gd.4xlarge,power,bench_bc51a1dc,100,duckdb,1.5.2,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,17547.74,,,0,,,,
a486d174b9e84ed7b0c2a119eab75383,2026-07-16T17:01:33.673807+00:00,2026-07-16T17:09:44.968505+00:00,c8gd.4xlarge,power,bench_87950e0d,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,2776.6,,,0,,,,
f0afb237fabb48ff8acdd8dd463d7ec3,2026-07-16T17:11:07.163907+00:00,2026-07-16T18:39:05.163828+00:00,c8gd.4xlarge,power,bench_d4cf2ebf,100,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,3170.18,,,0,,,,
f13efb3923704589a9b4ef1b5c0886b3,2026-07-16T18:39:17.765321+00:00,2026-07-16T19:06:21.972300+00:00,c8gd.4xlarge,analytical,tpcds_sf10_clean,10,spark,4.0.3,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
c860924d128b4155be22abf0e589a1e6,2026-07-16T19:06:28.772268+00:00,2026-07-16T19:15:35.756473+00:00,c8gd.4xlarge,analytical,tpch_sf10_clean,10,spark,4.0.3,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
a323fc2ea5294c7e93034ff4da42aa98,2026-07-16T19:15:42.594455+00:00,2026-07-16T20:28:10.709236+00:00,c8gd.4xlarge,analytical,tpch_sf100_clean,100,spark,4.0.3,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
75b1d4d9cc994d65ae6c6ed6277e4c8b,2026-07-16T20:28:16.614693+00:00,2026-07-16T23:10:44.146275+00:00,c8gd.4xlarge,analytical,tpcds_sf100_clean,100,spark,4.0.3,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
d7605023fffe44468cef2cb6da16330e,2026-07-17T05:13:33.439603+00:00,2026-07-17T07:24:34.386665+00:00,c8gd.4xlarge,analytical,tpcds_sf100_clean,100,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
aa87c4e5e66b4cfd811e081267f30ac0,2026-07-17T07:58:44.884986+00:00,2026-07-17T07:59:05.790003+00:00,c8gd.4xlarge,load,tpch_sf10_1_5_4_load,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
3faee3eda1564e67a7c030b69d68a689,2026-07-17T08:00:06.333363+00:00,2026-07-17T08:00:46.149966+00:00,c8gd.4xlarge,load,tpcds_sf10_1_5_4_load,10,duckdb,1.5.4,tpcds,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
25e0b79d4bfc47a9bb469b39790521d8,2026-07-17T08:00:46.463717+00:00,2026-07-17T08:03:07.415625+00:00,c8gd.4xlarge,load,tpcds_sf100_1_5_4_load,100,duckdb,1.5.4,tpcds,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
66662520adf6444ba756333f90c15aca,2026-07-17T08:03:07.733687+00:00,2026-07-17T08:05:13.708025+00:00,c8gd.4xlarge,load,tpch_sf100_1_5_4_load,100,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
ce0bcca8267e4c5cb55ac32f5604af9e,2026-07-17T08:07:56.724828+00:00,2026-07-17T08:08:26.693964+00:00,c8gd.4xlarge,load,tpcds_sf10_main,10,duckdb,1.6.0.dev284,tpcds,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
8c53468854284cd3b91cff007182c239,2026-07-17T08:08:27.050528+00:00,2026-07-17T08:08:41.011155+00:00,c8gd.4xlarge,load,tpch_sf10_main,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
9e14e369cebb420da815aedf5747ec97,2026-07-17T08:08:41.361373+00:00,2026-07-17T08:10:13.369175+00:00,c8gd.4xlarge,load,tpcds_sf100_main,100,duckdb,1.6.0.dev284,tpcds,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
40b4abb92e274109ae47b9c42ce62463,2026-07-17T08:10:13.753113+00:00,2026-07-17T08:11:25.781351+00:00,c8gd.4xlarge,load,tpch_sf100_main,100,duckdb,1.6.0.dev284,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
3e1a92b3974344daae508dc435c41773,2026-07-17T08:22:50.574799+00:00,2026-07-17T08:26:05.540612+00:00,c8gd.4xlarge,analytical,tpch_sf10_main,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
e7345d98bdd94c66a69f1f1e5be0bb18,2026-07-17T08:26:06.762301+00:00,2026-07-17T08:38:32.421205+00:00,c8gd.4xlarge,analytical,tpcds_sf10_main,10,duckdb,1.6.0.dev284,tpcds,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
f6a995bdc1c54bbda0e96f654aeea373,2026-07-17T08:44:17.756682+00:00,2026-07-17T08:44:27.221961+00:00,c8gd.4xlarge,analytical,tpch_sf100_main,100,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
c2a8ccaa83044acc8d2cee2a13a1027c,2026-07-17T08:44:56.378859+00:00,2026-07-17T08:53:01.669289+00:00,c8gd.4xlarge,analytical,tpch_sf100_main,100,duckdb,1.6.0.dev284,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,0,,,,
